age_BP,T_anomaly,Code,Location,Reference,Proxy_type
3920,2.8,18,LITOCHOR,Herzschuhetal22,Pollen
4000,3.6,18,LITOCHOR,Herzschuhetal22,Pollen
4170,1.1,18,LITOCHOR,Herzschuhetal22,Pollen
4290,-0.3,18,LITOCHOR,Herzschuhetal22,Pollen
4420,-0.6,18,LITOCHOR,Herzschuhetal22,Pollen
4590,-0.7,18,LITOCHOR,Herzschuhetal22,Pollen
4690,0.2,18,LITOCHOR,Herzschuhetal22,Pollen
4750,0.8,18,LITOCHOR,Herzschuhetal22,Pollen
4810,1.4,18,LITOCHOR,Herzschuhetal22,Pollen
4870,1.3,18,LITOCHOR,Herzschuhetal22,Pollen
-50,0,19,XINIAS_neotoma,Herzschuhetal22,Pollen
660,0.2,19,XINIAS_neotoma,Herzschuhetal22,Pollen
2120,-0.5,19,XINIAS_neotoma,Herzschuhetal22,Pollen
3610,-1.4,19,XINIAS_neotoma,Herzschuhetal22,Pollen
5750,-1.4,19,XINIAS_neotoma,Herzschuhetal22,Pollen
6440,-0.8,19,XINIAS_neotoma,Herzschuhetal22,Pollen
7520,-0.3,19,XINIAS_neotoma,Herzschuhetal22,Pollen
8440,-0.4,19,XINIAS_neotoma,Herzschuhetal22,Pollen
9390,-0.9,19,XINIAS_neotoma,Herzschuhetal22,Pollen
-60,-0.25,20,PERTOYLI,Herzschuhetal22,Pollen
40,0.25,20,PERTOYLI,Herzschuhetal22,Pollen
140,-0.45,20,PERTOYLI,Herzschuhetal22,Pollen
240,1.25,20,PERTOYLI,Herzschuhetal22,Pollen
340,1.95,20,PERTOYLI,Herzschuhetal22,Pollen
390,-0.85,20,PERTOYLI,Herzschuhetal22,Pollen
520,1.35,20,PERTOYLI,Herzschuhetal22,Pollen
740,0.85,20,PERTOYLI,Herzschuhetal22,Pollen
1080,2.35,20,PERTOYLI,Herzschuhetal22,Pollen
1400,2.05,20,PERTOYLI,Herzschuhetal22,Pollen
1750,2.05,20,PERTOYLI,Herzschuhetal22,Pollen
2090,2.45,20,PERTOYLI,Herzschuhetal22,Pollen
2420,1.65,20,PERTOYLI,Herzschuhetal22,Pollen
2760,2.25,20,PERTOYLI,Herzschuhetal22,Pollen
3060,2.55,20,PERTOYLI,Herzschuhetal22,Pollen
3350,2.45,20,PERTOYLI,Herzschuhetal22,Pollen
3620,0.65,20,PERTOYLI,Herzschuhetal22,Pollen
3850,1.45,20,PERTOYLI,Herzschuhetal22,Pollen
4080,-0.45,20,PERTOYLI,Herzschuhetal22,Pollen
4310,2.15,20,PERTOYLI,Herzschuhetal22,Pollen
4560,1.15,20,PERTOYLI,Herzschuhetal22,Pollen
4800,0.95,20,PERTOYLI,Herzschuhetal22,Pollen
5040,0.95,20,PERTOYLI,Herzschuhetal22,Pollen
5400,2.75,20,PERTOYLI,Herzschuhetal22,Pollen
-50,0,21,PIERIA,Herzschuhetal22,Pollen
70,0.1,21,PIERIA,Herzschuhetal22,Pollen
200,0.7,21,PIERIA,Herzschuhetal22,Pollen
330,0,21,PIERIA,Herzschuhetal22,Pollen
460,0.5,21,PIERIA,Herzschuhetal22,Pollen
590,0,21,PIERIA,Herzschuhetal22,Pollen
760,0.6,21,PIERIA,Herzschuhetal22,Pollen
930,0.3,21,PIERIA,Herzschuhetal22,Pollen
1100,0.3,21,PIERIA,Herzschuhetal22,Pollen
1280,-0.5,21,PIERIA,Herzschuhetal22,Pollen
1460,0.5,21,PIERIA,Herzschuhetal22,Pollen
1630,0.2,21,PIERIA,Herzschuhetal22,Pollen
1800,0.4,21,PIERIA,Herzschuhetal22,Pollen
1970,1,21,PIERIA,Herzschuhetal22,Pollen
2120,1.2,21,PIERIA,Herzschuhetal22,Pollen
2270,0.8,21,PIERIA,Herzschuhetal22,Pollen
-50,0,22,KHIMAIII,Herzschuhetal22,Pollen
130,1.1,22,KHIMAIII,Herzschuhetal22,Pollen
480,0.8,22,KHIMAIII,Herzschuhetal22,Pollen
700,1.1,22,KHIMAIII,Herzschuhetal22,Pollen
1030,0.8,22,KHIMAIII,Herzschuhetal22,Pollen
1270,2.4,22,KHIMAIII,Herzschuhetal22,Pollen
1490,1.9,22,KHIMAIII,Herzschuhetal22,Pollen
1710,1.5,22,KHIMAIII,Herzschuhetal22,Pollen
1940,2.4,22,KHIMAIII,Herzschuhetal22,Pollen
2170,1.4,22,KHIMAIII,Herzschuhetal22,Pollen
2390,2,22,KHIMAIII,Herzschuhetal22,Pollen
2730,1.8,22,KHIMAIII,Herzschuhetal22,Pollen
2940,2.3,22,KHIMAIII,Herzschuhetal22,Pollen
3250,1.9,22,KHIMAIII,Herzschuhetal22,Pollen
3610,1,22,KHIMAIII,Herzschuhetal22,Pollen
5300,1.5,22,KHIMAIII,Herzschuhetal22,Pollen
7150,0.3,22,KHIMAIII,Herzschuhetal22,Pollen
8150,1.5,22,KHIMAIII,Herzschuhetal22,Pollen
8900,0.9,22,KHIMAIII,Herzschuhetal22,Pollen
9290,0.4,22,KHIMAIII,Herzschuhetal22,Pollen
10,0,23,ORETSG25,Herzschuhetal22,Pollen
110,1.8,23,ORETSG25,Herzschuhetal22,Pollen
220,0.8,23,ORETSG25,Herzschuhetal22,Pollen
320,0.7,23,ORETSG25,Herzschuhetal22,Pollen
400,3.7,23,ORETSG25,Herzschuhetal22,Pollen
480,1.5,23,ORETSG25,Herzschuhetal22,Pollen
660,1,23,ORETSG25,Herzschuhetal22,Pollen
730,-1.5,23,ORETSG25,Herzschuhetal22,Pollen
840,1.7,23,ORETSG25,Herzschuhetal22,Pollen
910,-1.3,23,ORETSG25,Herzschuhetal22,Pollen
1000,0.1,23,ORETSG25,Herzschuhetal22,Pollen
1080,1.4,23,ORETSG25,Herzschuhetal22,Pollen
1160,0.3,23,ORETSG25,Herzschuhetal22,Pollen
1250,2.8,23,ORETSG25,Herzschuhetal22,Pollen
1330,2.1,23,ORETSG25,Herzschuhetal22,Pollen
1420,3.1,23,ORETSG25,Herzschuhetal22,Pollen
1530,-0.3,23,ORETSG25,Herzschuhetal22,Pollen
1640,2.2,23,ORETSG25,Herzschuhetal22,Pollen
1750,3.1,23,ORETSG25,Herzschuhetal22,Pollen
1860,2.7,23,ORETSG25,Herzschuhetal22,Pollen
2050,-0.7,23,ORETSG25,Herzschuhetal22,Pollen
2430,1.5,23,ORETSG25,Herzschuhetal22,Pollen
2730,1.9,23,ORETSG25,Herzschuhetal22,Pollen
3330,3.2,23,ORETSG25,Herzschuhetal22,Pollen
3780,2.1,23,ORETSG25,Herzschuhetal22,Pollen
4310,2.2,23,ORETSG25,Herzschuhetal22,Pollen
4720,2.7,23,ORETSG25,Herzschuhetal22,Pollen
4820,2.7,23,ORETSG25,Herzschuhetal22,Pollen
4920,2.4,23,ORETSG25,Herzschuhetal22,Pollen
5020,2.8,23,ORETSG25,Herzschuhetal22,Pollen
5120,4.3,23,ORETSG25,Herzschuhetal22,Pollen
5190,2.6,23,ORETSG25,Herzschuhetal22,Pollen
5290,4,23,ORETSG25,Herzschuhetal22,Pollen
5420,1.4,23,ORETSG25,Herzschuhetal22,Pollen
5540,2.2,23,ORETSG25,Herzschuhetal22,Pollen
5650,2.1,23,ORETSG25,Herzschuhetal22,Pollen
5750,2.2,23,ORETSG25,Herzschuhetal22,Pollen
5830,0.8,23,ORETSG25,Herzschuhetal22,Pollen
5860,2,23,ORETSG25,Herzschuhetal22,Pollen
5950,1.6,23,ORETSG25,Herzschuhetal22,Pollen
6060,3.3,23,ORETSG25,Herzschuhetal22,Pollen
6180,3,23,ORETSG25,Herzschuhetal22,Pollen
6300,4,23,ORETSG25,Herzschuhetal22,Pollen
6430,2.8,23,ORETSG25,Herzschuhetal22,Pollen
6570,4.4,23,ORETSG25,Herzschuhetal22,Pollen
6690,3.4,23,ORETSG25,Herzschuhetal22,Pollen
6750,2.1,23,ORETSG25,Herzschuhetal22,Pollen
6840,2.5,23,ORETSG25,Herzschuhetal22,Pollen
6940,2.9,23,ORETSG25,Herzschuhetal22,Pollen
6980,2.2,23,ORETSG25,Herzschuhetal22,Pollen
7020,4.9,23,ORETSG25,Herzschuhetal22,Pollen
7050,0.6,23,ORETSG25,Herzschuhetal22,Pollen
7080,2.8,23,ORETSG25,Herzschuhetal22,Pollen
7110,0.9,23,ORETSG25,Herzschuhetal22,Pollen
7140,2.6,23,ORETSG25,Herzschuhetal22,Pollen
7160,2.1,23,ORETSG25,Herzschuhetal22,Pollen
7190,3.5,23,ORETSG25,Herzschuhetal22,Pollen
7210,2.8,23,ORETSG25,Herzschuhetal22,Pollen
7230,1.8,23,ORETSG25,Herzschuhetal22,Pollen
7250,2.2,23,ORETSG25,Herzschuhetal22,Pollen
7280,-1.7,23,ORETSG25,Herzschuhetal22,Pollen
7300,-0.7,23,ORETSG25,Herzschuhetal22,Pollen
7320,1.7,23,ORETSG25,Herzschuhetal22,Pollen
7350,-1.8,23,ORETSG25,Herzschuhetal22,Pollen
7370,-0.2,23,ORETSG25,Herzschuhetal22,Pollen
7420,1.9,23,ORETSG25,Herzschuhetal22,Pollen
7460,0.2,23,ORETSG25,Herzschuhetal22,Pollen
7540,3.4,23,ORETSG25,Herzschuhetal22,Pollen
7660,2.7,23,ORETSG25,Herzschuhetal22,Pollen
7720,0.1,23,ORETSG25,Herzschuhetal22,Pollen
7940,2.5,23,ORETSG25,Herzschuhetal22,Pollen
8430,1.2,23,ORETSG25,Herzschuhetal22,Pollen
8510,2.8,23,ORETSG25,Herzschuhetal22,Pollen
8580,1.9,23,ORETSG25,Herzschuhetal22,Pollen
8650,2.5,23,ORETSG25,Herzschuhetal22,Pollen
8740,2.4,23,ORETSG25,Herzschuhetal22,Pollen
8790,2.8,23,ORETSG25,Herzschuhetal22,Pollen
8840,3.1,23,ORETSG25,Herzschuhetal22,Pollen
8900,1.7,23,ORETSG25,Herzschuhetal22,Pollen
8930,3.1,23,ORETSG25,Herzschuhetal22,Pollen
9050,4.3,23,ORETSG25,Herzschuhetal22,Pollen
9150,1.8,23,ORETSG25,Herzschuhetal22,Pollen
-60,0.7,24,RHODOPI,Herzschuhetal22,Pollen
50,-0.7,24,RHODOPI,Herzschuhetal22,Pollen
170,1,24,RHODOPI,Herzschuhetal22,Pollen
290,0.9,24,RHODOPI,Herzschuhetal22,Pollen
410,1.4,24,RHODOPI,Herzschuhetal22,Pollen
520,1.1,24,RHODOPI,Herzschuhetal22,Pollen
680,0.4,24,RHODOPI,Herzschuhetal22,Pollen
880,0.6,24,RHODOPI,Herzschuhetal22,Pollen
1110,1.3,24,RHODOPI,Herzschuhetal22,Pollen
1340,1.3,24,RHODOPI,Herzschuhetal22,Pollen
1570,1.2,24,RHODOPI,Herzschuhetal22,Pollen
1800,0.9,24,RHODOPI,Herzschuhetal22,Pollen
2030,1.3,24,RHODOPI,Herzschuhetal22,Pollen
2270,0.6,24,RHODOPI,Herzschuhetal22,Pollen
2500,-0.6,24,RHODOPI,Herzschuhetal22,Pollen
2730,0.3,24,RHODOPI,Herzschuhetal22,Pollen
2960,0.8,24,RHODOPI,Herzschuhetal22,Pollen
3180,1.1,24,RHODOPI,Herzschuhetal22,Pollen
3420,0.9,24,RHODOPI,Herzschuhetal22,Pollen
3620,0.7,24,RHODOPI,Herzschuhetal22,Pollen
20,0,25,EDESSA,Herzschuhetal22,Pollen
270,1,25,EDESSA,Herzschuhetal22,Pollen
460,0.5,25,EDESSA,Herzschuhetal22,Pollen
830,0.6,25,EDESSA,Herzschuhetal22,Pollen
1200,1.8,25,EDESSA,Herzschuhetal22,Pollen
1390,0.1,25,EDESSA,Herzschuhetal22,Pollen
1760,1.2,25,EDESSA,Herzschuhetal22,Pollen
2120,0.5,25,EDESSA,Herzschuhetal22,Pollen
2480,1.8,25,EDESSA,Herzschuhetal22,Pollen
2860,1.4,25,EDESSA,Herzschuhetal22,Pollen
3040,1.4,25,EDESSA,Herzschuhetal22,Pollen
3400,1.2,25,EDESSA,Herzschuhetal22,Pollen
3740,0.7,25,EDESSA,Herzschuhetal22,Pollen
4120,1.4,25,EDESSA,Herzschuhetal22,Pollen
4520,1.3,25,EDESSA,Herzschuhetal22,Pollen
4940,1.2,25,EDESSA,Herzschuhetal22,Pollen
5350,0.7,25,EDESSA,Herzschuhetal22,Pollen
5450,1.2,25,EDESSA,Herzschuhetal22,Pollen
5930,2.1,25,EDESSA,Herzschuhetal22,Pollen
6060,1.9,25,EDESSA,Herzschuhetal22,Pollen
6260,1.1,25,EDESSA,Herzschuhetal22,Pollen
6460,3.2,25,EDESSA,Herzschuhetal22,Pollen
6670,1.8,25,EDESSA,Herzschuhetal22,Pollen
6830,2.3,25,EDESSA,Herzschuhetal22,Pollen
7080,1.4,25,EDESSA,Herzschuhetal22,Pollen
7440,3.3,25,EDESSA,Herzschuhetal22,Pollen
8000,2.3,25,EDESSA,Herzschuhetal22,Pollen
8740,2.5,25,EDESSA,Herzschuhetal22,Pollen
9190,4,25,EDESSA,Herzschuhetal22,Pollen
9360,3.6,25,EDESSA,Herzschuhetal22,Pollen
9690,2.6,25,EDESSA,Herzschuhetal22,Pollen
10030,2.3,25,EDESSA,Herzschuhetal22,Pollen
-60,0.15,26,VORAS,Herzschuhetal22,Pollen
40,-0.15,26,VORAS,Herzschuhetal22,Pollen
170,-0.85,26,VORAS,Herzschuhetal22,Pollen
290,0.95,26,VORAS,Herzschuhetal22,Pollen
420,-0.35,26,VORAS,Herzschuhetal22,Pollen
550,0.85,26,VORAS,Herzschuhetal22,Pollen
670,0.45,26,VORAS,Herzschuhetal22,Pollen
800,-0.05,26,VORAS,Herzschuhetal22,Pollen
920,-0.05,26,VORAS,Herzschuhetal22,Pollen
1040,1.15,26,VORAS,Herzschuhetal22,Pollen
1160,1.95,26,VORAS,Herzschuhetal22,Pollen
1310,-0.75,26,VORAS,Herzschuhetal22,Pollen
1610,0.25,26,VORAS,Herzschuhetal22,Pollen
1890,0.85,26,VORAS,Herzschuhetal22,Pollen
2110,0.75,26,VORAS,Herzschuhetal22,Pollen
2580,1.65,26,VORAS,Herzschuhetal22,Pollen
3320,-0.25,26,VORAS,Herzschuhetal22,Pollen
4010,0.35,26,VORAS,Herzschuhetal22,Pollen
4720,-0.35,26,VORAS,Herzschuhetal22,Pollen
5450,-0.55,26,VORAS,Herzschuhetal22,Pollen
6160,-0.05,26,VORAS,Herzschuhetal22,Pollen
6450,-0.45,26,VORAS,Herzschuhetal22,Pollen
6770,0.45,26,VORAS,Herzschuhetal22,Pollen
6880,0.85,26,VORAS,Herzschuhetal22,Pollen
7100,0.45,26,VORAS,Herzschuhetal22,Pollen
-40,0,27,PAIKO,Herzschuhetal22,Pollen
120,-1.2,27,PAIKO,Herzschuhetal22,Pollen
320,-1.1,27,PAIKO,Herzschuhetal22,Pollen
440,-0.8,27,PAIKO,Herzschuhetal22,Pollen
520,-2.2,27,PAIKO,Herzschuhetal22,Pollen
720,-2,27,PAIKO,Herzschuhetal22,Pollen
830,-2.3,27,PAIKO,Herzschuhetal22,Pollen
930,-3.2,27,PAIKO,Herzschuhetal22,Pollen
1130,-2.4,27,PAIKO,Herzschuhetal22,Pollen
1330,-1.7,27,PAIKO,Herzschuhetal22,Pollen
1420,-1.7,27,PAIKO,Herzschuhetal22,Pollen
1510,-1.6,27,PAIKO,Herzschuhetal22,Pollen
1650,-1.1,27,PAIKO,Herzschuhetal22,Pollen
1770,-1.8,27,PAIKO,Herzschuhetal22,Pollen
1850,-2.4,27,PAIKO,Herzschuhetal22,Pollen
2010,-1.5,27,PAIKO,Herzschuhetal22,Pollen
2180,-1.3,27,PAIKO,Herzschuhetal22,Pollen
2350,-1.2,27,PAIKO,Herzschuhetal22,Pollen
2510,-1.9,27,PAIKO,Herzschuhetal22,Pollen
2560,-2.8,27,PAIKO,Herzschuhetal22,Pollen
2620,-1.4,27,PAIKO,Herzschuhetal22,Pollen
2730,-2.3,27,PAIKO,Herzschuhetal22,Pollen
2830,-2.9,27,PAIKO,Herzschuhetal22,Pollen
2950,-1.5,27,PAIKO,Herzschuhetal22,Pollen
3000,-1.6,27,PAIKO,Herzschuhetal22,Pollen
3130,-1.3,27,PAIKO,Herzschuhetal22,Pollen
-60,0,28,GYOLA,Herzschuhetal22,Pollen
100,-0.1,28,GYOLA,Herzschuhetal22,Pollen
300,-0.5,28,GYOLA,Herzschuhetal22,Pollen
500,0.6,28,GYOLA,Herzschuhetal22,Pollen
690,1,28,GYOLA,Herzschuhetal22,Pollen
780,0.3,28,GYOLA,Herzschuhetal22,Pollen
820,0.9,28,GYOLA,Herzschuhetal22,Pollen
920,1.7,28,GYOLA,Herzschuhetal22,Pollen
960,0.8,28,GYOLA,Herzschuhetal22,Pollen
1060,0.2,28,GYOLA,Herzschuhetal22,Pollen
1230,0.3,28,GYOLA,Herzschuhetal22,Pollen
1320,0.6,28,GYOLA,Herzschuhetal22,Pollen
2460,0.9,28,GYOLA,Herzschuhetal22,Pollen
3440,1.2,28,GYOLA,Herzschuhetal22,Pollen
4420,0.9,28,GYOLA,Herzschuhetal22,Pollen
5710,2.4,28,GYOLA,Herzschuhetal22,Pollen
6720,1.1,28,GYOLA,Herzschuhetal22,Pollen
7660,3.2,28,GYOLA,Herzschuhetal22,Pollen
8070,2.1,28,GYOLA,Herzschuhetal22,Pollen
-50,0,29,A159,Herzschuhetal22,Pollen
690,-0.6,29,A159,Herzschuhetal22,Pollen
1590,-0.5,29,A159,Herzschuhetal22,Pollen
2470,-0.1,29,A159,Herzschuhetal22,Pollen
3280,-0.6,29,A159,Herzschuhetal22,Pollen
4080,0.3,29,A159,Herzschuhetal22,Pollen
5060,0,29,A159,Herzschuhetal22,Pollen
5520,0.6,29,A159,Herzschuhetal22,Pollen
6880,0.1,29,A159,Herzschuhetal22,Pollen
7480,1,29,A159,Herzschuhetal22,Pollen
7800,-0.2,29,A159,Herzschuhetal22,Pollen
8140,0.2,29,A159,Herzschuhetal22,Pollen
8490,-0.2,29,A159,Herzschuhetal22,Pollen
8840,0.5,29,A159,Herzschuhetal22,Pollen
9190,-0.1,29,A159,Herzschuhetal22,Pollen
9540,-1,29,A159,Herzschuhetal22,Pollen
9890,0.9,29,A159,Herzschuhetal22,Pollen
50,0,30,AR1,Herzschuhetal22,Pollen
100,0.3,30,AR1,Herzschuhetal22,Pollen
380,1.3,30,AR1,Herzschuhetal22,Pollen
500,0.5,30,AR1,Herzschuhetal22,Pollen
690,1.3,30,AR1,Herzschuhetal22,Pollen
880,-0.5,30,AR1,Herzschuhetal22,Pollen
1120,1.6,30,AR1,Herzschuhetal22,Pollen
1300,0.4,30,AR1,Herzschuhetal22,Pollen
1450,2.1,30,AR1,Herzschuhetal22,Pollen
1610,0.6,30,AR1,Herzschuhetal22,Pollen
1760,0.1,30,AR1,Herzschuhetal22,Pollen
2080,0.7,30,AR1,Herzschuhetal22,Pollen
2380,1.4,30,AR1,Herzschuhetal22,Pollen
2680,1,30,AR1,Herzschuhetal22,Pollen
2980,0.1,30,AR1,Herzschuhetal22,Pollen
3400,2.9,30,AR1,Herzschuhetal22,Pollen
3560,1.6,30,AR1,Herzschuhetal22,Pollen
3720,1.3,30,AR1,Herzschuhetal22,Pollen
3880,1.6,30,AR1,Herzschuhetal22,Pollen
4040,1.6,30,AR1,Herzschuhetal22,Pollen
4210,2.1,30,AR1,Herzschuhetal22,Pollen
4370,1.9,30,AR1,Herzschuhetal22,Pollen
4540,0.4,30,AR1,Herzschuhetal22,Pollen
4720,2.8,30,AR1,Herzschuhetal22,Pollen
4880,2.5,30,AR1,Herzschuhetal22,Pollen
4980,2.4,30,AR1,Herzschuhetal22,Pollen
5070,3,30,AR1,Herzschuhetal22,Pollen
5160,0.8,30,AR1,Herzschuhetal22,Pollen
5260,1.7,30,AR1,Herzschuhetal22,Pollen
5350,2.1,30,AR1,Herzschuhetal22,Pollen
5450,2,30,AR1,Herzschuhetal22,Pollen
5540,1.5,30,AR1,Herzschuhetal22,Pollen
5650,0.9,30,AR1,Herzschuhetal22,Pollen
5750,1,30,AR1,Herzschuhetal22,Pollen
5840,1.1,30,AR1,Herzschuhetal22,Pollen
5940,2.1,30,AR1,Herzschuhetal22,Pollen
6030,2.3,30,AR1,Herzschuhetal22,Pollen
6120,2.6,30,AR1,Herzschuhetal22,Pollen
6220,0.2,30,AR1,Herzschuhetal22,Pollen
6320,2.4,30,AR1,Herzschuhetal22,Pollen
6390,2.4,30,AR1,Herzschuhetal22,Pollen
6450,1.3,30,AR1,Herzschuhetal22,Pollen
6520,2.2,30,AR1,Herzschuhetal22,Pollen
6590,0.7,30,AR1,Herzschuhetal22,Pollen
6700,0.7,30,AR1,Herzschuhetal22,Pollen
6780,1.7,30,AR1,Herzschuhetal22,Pollen
6970,0.7,30,AR1,Herzschuhetal22,Pollen
7410,0.7,30,AR1,Herzschuhetal22,Pollen
7600,-1.2,30,AR1,Herzschuhetal22,Pollen
7760,-3.7,30,AR1,Herzschuhetal22,Pollen
7910,-2.5,30,AR1,Herzschuhetal22,Pollen
50,0,31,AR2,Herzschuhetal22,Pollen
330,1.4,31,AR2,Herzschuhetal22,Pollen
610,3.5,31,AR2,Herzschuhetal22,Pollen
920,2.4,31,AR2,Herzschuhetal22,Pollen
1370,1.5,31,AR2,Herzschuhetal22,Pollen
1700,2.4,31,AR2,Herzschuhetal22,Pollen
1850,7.4,31,AR2,Herzschuhetal22,Pollen
2240,3,31,AR2,Herzschuhetal22,Pollen
2400,1.2,31,AR2,Herzschuhetal22,Pollen
2700,1.5,31,AR2,Herzschuhetal22,Pollen
2900,6,31,AR2,Herzschuhetal22,Pollen
3040,3.4,31,AR2,Herzschuhetal22,Pollen
3230,1.7,31,AR2,Herzschuhetal22,Pollen
3640,6.3,31,AR2,Herzschuhetal22,Pollen
3870,2.4,31,AR2,Herzschuhetal22,Pollen
4210,3.3,31,AR2,Herzschuhetal22,Pollen
4460,1.4,31,AR2,Herzschuhetal22,Pollen
4750,1.3,31,AR2,Herzschuhetal22,Pollen
4950,1,31,AR2,Herzschuhetal22,Pollen
5300,0.4,31,AR2,Herzschuhetal22,Pollen
5550,1.8,31,AR2,Herzschuhetal22,Pollen
5810,0.9,31,AR2,Herzschuhetal22,Pollen
5880,0.4,31,AR2,Herzschuhetal22,Pollen
5920,0.1,31,AR2,Herzschuhetal22,Pollen
5960,0.5,31,AR2,Herzschuhetal22,Pollen
5990,0.5,31,AR2,Herzschuhetal22,Pollen
6030,0.3,31,AR2,Herzschuhetal22,Pollen
6060,4.2,31,AR2,Herzschuhetal22,Pollen
6090,-0.3,31,AR2,Herzschuhetal22,Pollen
6130,-0.1,31,AR2,Herzschuhetal22,Pollen
6140,0.7,31,AR2,Herzschuhetal22,Pollen
6150,-0.7,31,AR2,Herzschuhetal22,Pollen
6170,1.8,31,AR2,Herzschuhetal22,Pollen
6180,1,31,AR2,Herzschuhetal22,Pollen
6200,0.7,31,AR2,Herzschuhetal22,Pollen
6220,1.6,31,AR2,Herzschuhetal22,Pollen
6260,2.5,31,AR2,Herzschuhetal22,Pollen
6280,0.6,31,AR2,Herzschuhetal22,Pollen
6320,2.3,31,AR2,Herzschuhetal22,Pollen
6360,1.1,31,AR2,Herzschuhetal22,Pollen
6390,1.9,31,AR2,Herzschuhetal22,Pollen
6420,-0.6,31,AR2,Herzschuhetal22,Pollen
6450,-1.1,31,AR2,Herzschuhetal22,Pollen
6490,2.3,31,AR2,Herzschuhetal22,Pollen
6510,1.1,31,AR2,Herzschuhetal22,Pollen
6550,1,31,AR2,Herzschuhetal22,Pollen
6590,0.5,31,AR2,Herzschuhetal22,Pollen
6610,0.3,31,AR2,Herzschuhetal22,Pollen
6640,1.7,31,AR2,Herzschuhetal22,Pollen
6680,-0.3,31,AR2,Herzschuhetal22,Pollen
6710,1.7,31,AR2,Herzschuhetal22,Pollen
6740,2.6,31,AR2,Herzschuhetal22,Pollen
6770,1.4,31,AR2,Herzschuhetal22,Pollen
6810,1.3,31,AR2,Herzschuhetal22,Pollen
6860,0.7,31,AR2,Herzschuhetal22,Pollen
6890,1.5,31,AR2,Herzschuhetal22,Pollen
6930,1.2,31,AR2,Herzschuhetal22,Pollen
6960,2.1,31,AR2,Herzschuhetal22,Pollen
6980,0.6,31,AR2,Herzschuhetal22,Pollen
7010,0.9,31,AR2,Herzschuhetal22,Pollen
7050,1.2,31,AR2,Herzschuhetal22,Pollen
7080,2.6,31,AR2,Herzschuhetal22,Pollen
7110,2.4,31,AR2,Herzschuhetal22,Pollen
7150,0.6,31,AR2,Herzschuhetal22,Pollen
7210,0.6,31,AR2,Herzschuhetal22,Pollen
7260,0.9,31,AR2,Herzschuhetal22,Pollen
7310,1,31,AR2,Herzschuhetal22,Pollen
7360,0.9,31,AR2,Herzschuhetal22,Pollen
7470,-0.8,31,AR2,Herzschuhetal22,Pollen
7560,1,31,AR2,Herzschuhetal22,Pollen
7660,2.3,31,AR2,Herzschuhetal22,Pollen
7750,1.2,31,AR2,Herzschuhetal22,Pollen
7840,0.9,31,AR2,Herzschuhetal22,Pollen
-60,-0.56,32,BLATISTO,Herzschuhetal22,Pollen
-40,0.24,32,BLATISTO,Herzschuhetal22,Pollen
-20,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
10,0.44,32,BLATISTO,Herzschuhetal22,Pollen
50,0.04,32,BLATISTO,Herzschuhetal22,Pollen
70,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
90,1.24,32,BLATISTO,Herzschuhetal22,Pollen
120,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
140,-2.16,32,BLATISTO,Herzschuhetal22,Pollen
180,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
210,-1.66,32,BLATISTO,Herzschuhetal22,Pollen
230,-0.86,32,BLATISTO,Herzschuhetal22,Pollen
270,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
280,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
300,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
320,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
340,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
360,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
380,-0.26,32,BLATISTO,Herzschuhetal22,Pollen
390,0.54,32,BLATISTO,Herzschuhetal22,Pollen
420,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
430,1.14,32,BLATISTO,Herzschuhetal22,Pollen
440,0.04,32,BLATISTO,Herzschuhetal22,Pollen
460,0.64,32,BLATISTO,Herzschuhetal22,Pollen
470,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
470,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
480,0.04,32,BLATISTO,Herzschuhetal22,Pollen
490,0.04,32,BLATISTO,Herzschuhetal22,Pollen
500,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
500,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
510,0.34,32,BLATISTO,Herzschuhetal22,Pollen
520,0.34,32,BLATISTO,Herzschuhetal22,Pollen
530,2.24,32,BLATISTO,Herzschuhetal22,Pollen
530,1.14,32,BLATISTO,Herzschuhetal22,Pollen
540,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
550,1.04,32,BLATISTO,Herzschuhetal22,Pollen
560,0.34,32,BLATISTO,Herzschuhetal22,Pollen
560,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
570,1.94,32,BLATISTO,Herzschuhetal22,Pollen
580,1.64,32,BLATISTO,Herzschuhetal22,Pollen
580,0.44,32,BLATISTO,Herzschuhetal22,Pollen
590,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
590,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
600,0.24,32,BLATISTO,Herzschuhetal22,Pollen
610,-0.86,32,BLATISTO,Herzschuhetal22,Pollen
